index,age,businesstravel,department,distancefromhome,education,educationfield,employeeid,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,trainingtimeslastyear,yearssincelastpromotion,yearswithcurrmanager,infodate,index:1,employeeid:1,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,index:2,employeeid:2,jobinvolvement,surveydate,employeeid:3,v_objetivo
2572,31,Travel_Rarely,Sales,25,2,Life Sciences,2573,3,Manufacturing Director,Divorced,182130,8.0,21,2,3,2,2,2015-12-31 00:00:00,2572,2573,1.0,3.0,2.0,2015-12-31 00:00:00,2572,2573,4,2015-12-31 00:00:00,,0
2573,26,Travel_Frequently,Sales,16,2,Life Sciences,2574,2,Healthcare Representative,Married,83800,0.0,14,0,3,7,7,2015-12-31 00:00:00,2573,2574,3.0,4.0,3.0,2015-12-31 00:00:00,2573,2574,4,2015-12-31 00:00:00,,0
2574,45,Travel_Frequently,Research & Development,8,4,Life Sciences,2575,2,Manager,Single,29940,4.0,18,1,2,0,3,2015-12-31 00:00:00,2574,2575,2.0,3.0,3.0,2015-12-31 00:00:00,2574,2575,3,2015-12-31 00:00:00,,0
2575,33,Travel_Rarely,Sales,1,3,Life Sciences,2576,5,Sales Executive,Single,12230,1.0,13,1,3,0,9,2015-12-31 00:00:00,2575,2576,2.0,3.0,2.0,2015-12-31 00:00:00,2575,2576,3,2015-12-31 00:00:00,,0
2576,28,Travel_Frequently,Sales,8,3,Life Sciences,2577,4,Research Scientist,Married,11180,1.0,11,0,3,0,7,2015-12-31 00:00:00,2576,2577,3.0,4.0,3.0,2015-12-31 00:00:00,2576,2577,3,2015-12-31 00:00:00,,0
2577,29,Travel_Frequently,Human Resources,2,4,Human Resources,2578,2,Sales Executive,Single,28750,1.0,11,0,3,0,0,2015-12-31 00:00:00,2577,2578,3.0,1.0,3.0,2015-12-31 00:00:00,2577,2578,3,2015-12-31 00:00:00,2578.0,1
2578,39,Non-Travel,Research & Development,8,5,Medical,2579,2,Sales Representative,Married,188240,6.0,19,1,4,1,2,2015-12-31 00:00:00,2578,2579,1.0,3.0,3.0,2015-12-31 00:00:00,2578,2579,3,2015-12-31 00:00:00,,0
2579,27,Travel_Rarely,Sales,3,2,Technical Degree,2580,2,Healthcare Representative,Married,135770,1.0,12,1,2,1,2,2015-12-31 00:00:00,2579,2580,2.0,2.0,2.0,2015-12-31 00:00:00,2579,2580,3,2015-12-31 00:00:00,,0
2580,34,Travel_Frequently,Research & Development,9,4,Life Sciences,2581,2,Manufacturing Director,Married,26250,1.0,12,3,4,6,11,2015-12-31 00:00:00,2580,2581,3.0,4.0,3.0,2015-12-31 00:00:00,2580,2581,3,2015-12-31 00:00:00,,0
2581,28,Travel_Rarely,Research & Development,25,3,Technical Degree,2582,1,Research Director,Single,187890,3.0,16,1,4,2,2,2015-12-31 00:00:00,2581,2582,4.0,3.0,3.0,2015-12-31 00:00:00,2581,2582,3,2015-12-31 00:00:00,2582.0,1
2582,47,Non-Travel,Research & Development,1,4,Medical,2583,1,Research Scientist,Married,45380,8.0,11,0,3,1,7,2015-12-31 00:00:00,2582,2583,3.0,2.0,4.0,2015-12-31 00:00:00,2582,2583,3,2015-12-31 00:00:00,,0
2583,56,Travel_Rarely,Research & Development,4,3,Technical Degree,2584,2,Sales Executive,Married,198470,4.0,14,0,6,0,0,2015-12-31 00:00:00,2583,2584,4.0,1.0,3.0,2015-12-31 00:00:00,2583,2584,3,2015-12-31 00:00:00,,0
2584,39,Travel_Rarely,Research & Development,1,3,Other,2585,1,Laboratory Technician,Married,105120,1.0,12,1,2,7,9,2015-12-31 00:00:00,2584,2585,1.0,1.0,3.0,2015-12-31 00:00:00,2584,2585,3,2015-12-31 00:00:00,,0
2585,38,Travel_Frequently,Research & Development,4,2,Medical,2586,1,Manager,Divorced,44440,1.0,13,0,2,0,7,2015-12-31 00:00:00,2585,2586,4.0,2.0,3.0,2015-12-31 00:00:00,2585,2586,3,2015-12-31 00:00:00,,0
2586,58,Travel_Rarely,Sales,5,3,Marketing,2587,5,Sales Representative,Married,21540,4.0,21,1,3,0,0,2015-12-31 00:00:00,2586,2587,4.0,4.0,2.0,2015-12-31 00:00:00,2586,2587,3,2015-12-31 00:00:00,,0
2587,32,Travel_Frequently,Research & Development,9,3,Life Sciences,2588,2,Laboratory Technician,Single,191900,3.0,17,1,2,0,3,2015-12-31 00:00:00,2587,2588,1.0,3.0,3.0,2015-12-31 00:00:00,2587,2588,3,2015-12-31 00:00:00,2588.0,1
2588,38,Travel_Rarely,Research & Development,3,4,Life Sciences,2589,1,Sales Representative,Divorced,44900,2.0,21,1,1,0,3,2015-12-31 00:00:00,2588,2589,2.0,4.0,4.0,2015-12-31 00:00:00,2588,2589,3,2015-12-31 00:00:00,,0
2589,49,Travel_Frequently,Sales,11,4,Life Sciences,2590,2,Research Scientist,Married,35060,3.0,11,1,4,4,3,2015-12-31 00:00:00,2589,2590,2.0,4.0,3.0,2015-12-31 00:00:00,2589,2590,2,2015-12-31 00:00:00,,0
2590,42,Travel_Rarely,Sales,1,3,Life Sciences,2591,1,Sales Executive,Divorced,23720,3.0,12,1,3,0,0,2015-12-31 00:00:00,2590,2591,2.0,4.0,3.0,2015-12-31 00:00:00,2590,2591,3,2015-12-31 00:00:00,,0
2591,27,Travel_Frequently,Sales,8,1,Life Sciences,2592,4,Laboratory Technician,Married,102310,1.0,13,1,2,0,0,2015-12-31 00:00:00,2591,2592,1.0,2.0,3.0,2015-12-31 00:00:00,2591,2592,3,2015-12-31 00:00:00,2592.0,1
2592,35,Travel_Rarely,Research & Development,25,1,Medical,2593,1,Sales Executive,Married,54100,0.0,18,0,4,0,4,2015-12-31 00:00:00,2592,2593,2.0,1.0,1.0,2015-12-31 00:00:00,2592,2593,3,2015-12-31 00:00:00,,0
2593,28,Non-Travel,Research & Development,21,1,Medical,2594,3,Research Scientist,Single,79780,1.0,16,2,2,1,4,2015-12-31 00:00:00,2593,2594,3.0,3.0,2.0,2015-12-31 00:00:00,2593,2594,3,2015-12-31 00:00:00,,0
2594,31,Non-Travel,Sales,23,1,Medical,2595,1,Sales Executive,Divorced,38670,1.0,11,1,4,2,3,2015-12-31 00:00:00,2594,2595,3.0,1.0,4.0,2015-12-31 00:00:00,2594,2595,4,2015-12-31 00:00:00,,0
2595,36,Non-Travel,Research & Development,1,3,Life Sciences,2596,2,Research Scientist,Married,28380,1.0,19,2,5,0,2,2015-12-31 00:00:00,2595,2596,1.0,2.0,3.0,2015-12-31 00:00:00,2595,2596,1,2015-12-31 00:00:00,,0
2596,34,Travel_Rarely,Sales,2,3,Marketing,2597,4,Healthcare Representative,Single,46950,1.0,16,1,2,2,1,2015-12-31 00:00:00,2596,2597,1.0,4.0,2.0,2015-12-31 00:00:00,2596,2597,3,2015-12-31 00:00:00,,0
2597,34,Travel_Rarely,Research & Development,19,3,Technical Degree,2598,1,Research Director,Divorced,33390,1.0,16,0,2,1,1,2015-12-31 00:00:00,2597,2598,4.0,3.0,2.0,2015-12-31 00:00:00,2597,2598,2,2015-12-31 00:00:00,,0
2598,26,Travel_Rarely,Research & Development,2,2,Life Sciences,2599,2,Research Scientist,Single,20800,0.0,13,0,6,7,6,2015-12-31 00:00:00,2598,2599,3.0,1.0,2.0,2015-12-31 00:00:00,2598,2599,4,2015-12-31 00:00:00,,0
2599,29,Travel_Rarely,Research & Development,2,4,Other,2600,2,Laboratory Technician,Married,20960,0.0,22,0,2,0,2,2015-12-31 00:00:00,2599,2600,1.0,1.0,2.0,2015-12-31 00:00:00,2599,2600,4,2015-12-31 00:00:00,,0
2600,32,Non-Travel,Research & Development,3,1,Life Sciences,2601,3,Manager,Divorced,62090,5.0,17,1,5,1,2,2015-12-31 00:00:00,2600,2601,3.0,4.0,3.0,2015-12-31 00:00:00,2600,2601,4,2015-12-31 00:00:00,,0
2601,31,Travel_Frequently,Research & Development,25,5,Technical Degree,2602,2,Human Resources,Married,180610,1.0,14,1,2,8,7,2015-12-31 00:00:00,2601,2602,4.0,1.0,3.0,2015-12-31 00:00:00,2601,2602,3,2015-12-31 00:00:00,,0
2602,28,Travel_Rarely,Sales,7,5,Life Sciences,2603,2,Sales Representative,Divorced,171230,5.0,15,1,2,0,3,2015-12-31 00:00:00,2602,2603,3.0,4.0,2.0,2015-12-31 00:00:00,2602,2603,2,2015-12-31 00:00:00,2603.0,1
2603,38,Travel_Rarely,Research & Development,9,2,Technical Degree,2604,3,Sales Representative,Single,23720,4.0,12,0,3,0,0,2015-12-31 00:00:00,2603,2604,1.0,1.0,2.0,2015-12-31 00:00:00,2603,2604,2,2015-12-31 00:00:00,,0
2604,35,Travel_Rarely,Research & Development,5,3,Life Sciences,2605,2,Sales Representative,Married,48830,1.0,18,1,1,0,9,2015-12-31 00:00:00,2604,2605,3.0,4.0,3.0,2015-12-31 00:00:00,2604,2605,1,2015-12-31 00:00:00,,0
2605,27,Travel_Rarely,Sales,2,3,Life Sciences,2606,1,Manager,Single,39040,1.0,15,0,2,0,7,2015-12-31 00:00:00,2605,2606,4.0,4.0,3.0,2015-12-31 00:00:00,2605,2606,3,2015-12-31 00:00:00,,0
2606,32,Travel_Rarely,Research & Development,8,1,Medical,2607,2,Research Scientist,Single,46270,8.0,17,1,2,0,0,2015-12-31 00:00:00,2606,2607,4.0,4.0,3.0,2015-12-31 00:00:00,2606,2607,2,2015-12-31 00:00:00,,0
2607,31,Travel_Frequently,Research & Development,2,1,Other,2608,3,Sales Executive,Married,70940,1.0,14,1,2,0,8,2015-12-31 00:00:00,2607,2608,1.0,4.0,3.0,2015-12-31 00:00:00,2607,2608,3,2015-12-31 00:00:00,2608.0,1
2608,53,Travel_Rarely,Research & Development,18,3,Medical,2609,1,Research Scientist,Single,34230,6.0,15,1,4,2,2,2015-12-31 00:00:00,2608,2609,1.0,1.0,2.0,2015-12-31 00:00:00,2608,2609,3,2015-12-31 00:00:00,,0
2609,54,Travel_Rarely,Research & Development,14,3,Other,2610,3,Research Scientist,Married,66740,3.0,17,1,2,2,3,2015-12-31 00:00:00,2609,2610,1.0,3.0,2.0,2015-12-31 00:00:00,2609,2610,3,2015-12-31 00:00:00,,0
2610,33,Travel_Frequently,Research & Development,2,4,Medical,2611,4,Sales Executive,Divorced,168800,1.0,14,3,2,2,8,2015-12-31 00:00:00,2610,2611,4.0,3.0,3.0,2015-12-31 00:00:00,2610,2611,3,2015-12-31 00:00:00,,0
2611,43,Travel_Rarely,Research & Development,3,3,Medical,2612,1,Research Scientist,Married,90940,1.0,12,1,0,0,9,2015-12-31 00:00:00,2611,2612,1.0,3.0,3.0,2015-12-31 00:00:00,2611,2612,3,2015-12-31 00:00:00,,0
2612,38,Travel_Frequently,Research & Development,2,5,Medical,2613,4,Sales Executive,Married,84460,0.0,14,0,3,1,2,2015-12-31 00:00:00,2612,2613,4.0,2.0,3.0,2015-12-31 00:00:00,2612,2613,2,2015-12-31 00:00:00,,0
2613,55,Travel_Rarely,Sales,9,3,Marketing,2614,2,Laboratory Technician,Married,119160,4.0,15,1,3,1,4,2015-12-31 00:00:00,2613,2614,3.0,2.0,3.0,2015-12-31 00:00:00,2613,2614,2,2015-12-31 00:00:00,,0
2614,31,Travel_Rarely,Sales,6,3,Other,2615,1,Manufacturing Director,Divorced,45340,1.0,13,0,2,0,0,2015-12-31 00:00:00,2614,2615,4.0,4.0,3.0,2015-12-31 00:00:00,2614,2615,3,2015-12-31 00:00:00,,0
2615,39,Travel_Rarely,Research & Development,4,3,Life Sciences,2616,2,Sales Executive,Single,98520,0.0,12,1,5,11,10,2015-12-31 00:00:00,2615,2616,2.0,1.0,3.0,2015-12-31 00:00:00,2615,2616,2,2015-12-31 00:00:00,,0
2616,42,Non-Travel,Research & Development,10,4,Life Sciences,2617,2,Research Scientist,Single,61510,1.0,13,1,3,3,7,2015-12-31 00:00:00,2616,2617,4.0,3.0,3.0,2015-12-31 00:00:00,2616,2617,3,2015-12-31 00:00:00,,0
2617,31,Non-Travel,Research & Development,14,2,Life Sciences,2618,2,Healthcare Representative,Married,23020,4.0,14,0,3,4,8,2015-12-31 00:00:00,2617,2618,3.0,3.0,4.0,2015-12-31 00:00:00,2617,2618,3,2015-12-31 00:00:00,,0
2618,54,Travel_Rarely,Research & Development,1,3,Medical,2619,2,Human Resources,Single,23620,6.0,13,1,2,1,4,2015-12-31 00:00:00,2618,2619,3.0,1.0,3.0,2015-12-31 00:00:00,2618,2619,4,2015-12-31 00:00:00,,0
2619,24,Travel_Rarely,Research & Development,5,4,Other,2620,1,Manufacturing Director,Single,178610,1.0,11,2,5,1,2,2015-12-31 00:00:00,2619,2620,2.0,3.0,2.0,2015-12-31 00:00:00,2619,2620,1,2015-12-31 00:00:00,,0
2620,23,Travel_Rarely,Research & Development,7,3,Life Sciences,2621,2,Research Scientist,Single,191870,1.0,11,1,2,1,4,2015-12-31 00:00:00,2620,2621,4.0,4.0,4.0,2015-12-31 00:00:00,2620,2621,3,2015-12-31 00:00:00,,0
2621,40,Travel_Frequently,Research & Development,21,3,Medical,2622,3,Research Scientist,Married,197170,1.0,21,0,1,9,4,2015-12-31 00:00:00,2621,2622,4.0,3.0,4.0,2015-12-31 00:00:00,2621,2622,2,2015-12-31 00:00:00,,0
2622,40,Travel_Rarely,Research & Development,8,1,Medical,2623,5,Research Scientist,Married,35440,3.0,18,3,3,5,10,2015-12-31 00:00:00,2622,2623,2.0,2.0,3.0,2015-12-31 00:00:00,2622,2623,2,2015-12-31 00:00:00,,0
2623,25,Travel_Rarely,Sales,20,5,Medical,2624,2,Laboratory Technician,Married,85000,4.0,12,0,2,1,2,2015-12-31 00:00:00,2623,2624,3.0,2.0,3.0,2015-12-31 00:00:00,2623,2624,3,2015-12-31 00:00:00,,0
2624,30,Travel_Rarely,Human Resources,20,4,Life Sciences,2625,2,Research Scientist,Married,46610,1.0,11,0,3,1,7,2015-12-31 00:00:00,2624,2625,4.0,2.0,2.0,2015-12-31 00:00:00,2624,2625,2,2015-12-31 00:00:00,,0
2625,25,Travel_Rarely,Research & Development,7,2,Medical,2626,5,Sales Executive,Divorced,41030,6.0,15,1,2,0,2,2015-12-31 00:00:00,2625,2626,4.0,3.0,2.0,2015-12-31 00:00:00,2625,2626,3,2015-12-31 00:00:00,,0
2626,47,Travel_Rarely,Research & Development,1,4,Life Sciences,2627,2,Sales Executive,Single,42490,2.0,13,1,2,12,11,2015-12-31 00:00:00,2626,2627,1.0,3.0,3.0,2015-12-31 00:00:00,2626,2627,2,2015-12-31 00:00:00,,0
2627,33,Non-Travel,Research & Development,1,3,Life Sciences,2628,2,Research Scientist,Divorced,140260,1.0,12,0,4,0,0,2015-12-31 00:00:00,2627,2628,2.0,3.0,2.0,2015-12-31 00:00:00,2627,2628,3,2015-12-31 00:00:00,,0
2628,38,Travel_Rarely,Research & Development,19,3,Life Sciences,2629,2,Sales Executive,Married,68930,0.0,17,0,3,5,8,2015-12-31 00:00:00,2628,2629,4.0,2.0,3.0,2015-12-31 00:00:00,2628,2629,3,2015-12-31 00:00:00,,0
2629,31,Travel_Rarely,Research & Development,10,4,Medical,2630,3,Sales Executive,Married,61250,0.0,13,1,3,1,2,2015-12-31 00:00:00,2629,2630,1.0,3.0,3.0,2015-12-31 00:00:00,2629,2630,3,2015-12-31 00:00:00,,0
2630,38,Travel_Frequently,Research & Development,1,4,Other,2631,2,Research Scientist,Married,36690,2.0,19,0,2,7,7,2015-12-31 00:00:00,2630,2631,1.0,3.0,3.0,2015-12-31 00:00:00,2630,2631,3,2015-12-31 00:00:00,,0
2631,42,Travel_Rarely,Research & Development,6,3,Medical,2632,2,Laboratory Technician,Divorced,100080,6.0,19,1,3,1,2,2015-12-31 00:00:00,2631,2632,4.0,1.0,2.0,2015-12-31 00:00:00,2631,2632,1,2015-12-31 00:00:00,,0
2632,41,Travel_Rarely,Sales,2,2,Medical,2633,1,Healthcare Representative,Married,23870,3.0,17,1,1,1,0,2015-12-31 00:00:00,2632,2633,4.0,4.0,3.0,2015-12-31 00:00:00,2632,2633,1,2015-12-31 00:00:00,,0
2633,47,Non-Travel,Research & Development,21,2,Medical,2634,1,Sales Executive,Married,46390,0.0,11,1,2,5,12,2015-12-31 00:00:00,2633,2634,3.0,2.0,1.0,2015-12-31 00:00:00,2633,2634,2,2015-12-31 00:00:00,,0
2634,35,Travel_Rarely,Research & Development,4,3,Life Sciences,2635,2,Healthcare Representative,Married,78980,7.0,15,0,2,2,2,2015-12-31 00:00:00,2634,2635,4.0,3.0,3.0,2015-12-31 00:00:00,2634,2635,2,2015-12-31 00:00:00,,0
2635,22,Travel_Rarely,Human Resources,12,1,Human Resources,2636,2,Sales Executive,Single,25340,0.0,11,0,1,1,2,2015-12-31 00:00:00,2635,2636,4.0,3.0,4.0,2015-12-31 00:00:00,2635,2636,3,2015-12-31 00:00:00,,0
2636,35,Travel_Rarely,Research & Development,9,3,Medical,2637,2,Sales Executive,Single,131420,1.0,25,2,4,0,8,2015-12-31 00:00:00,2636,2637,2.0,3.0,3.0,2015-12-31 00:00:00,2636,2637,3,2015-12-31 00:00:00,,0
2637,33,Travel_Rarely,Sales,3,4,Medical,2638,3,Healthcare Representative,Married,16110,0.0,14,0,2,8,1,2015-12-31 00:00:00,2637,2638,2.0,4.0,3.0,2015-12-31 00:00:00,2637,2638,2,2015-12-31 00:00:00,,0
2638,32,Travel_Rarely,Research & Development,3,2,Technical Degree,2639,3,Manufacturing Director,Single,53630,1.0,13,0,4,4,1,2015-12-31 00:00:00,2638,2639,3.0,2.0,3.0,2015-12-31 00:00:00,2638,2639,3,2015-12-31 00:00:00,,0
2639,40,Travel_Rarely,Research & Development,1,4,Medical,2640,2,Research Director,Married,50710,8.0,17,1,3,0,0,2015-12-31 00:00:00,2639,2640,1.0,4.0,2.0,2015-12-31 00:00:00,2639,2640,2,2015-12-31 00:00:00,,0
2640,32,Travel_Rarely,Research & Development,1,2,Medical,2641,3,Sales Executive,Married,136950,0.0,13,0,3,2,2,2015-12-31 00:00:00,2640,2641,2.0,2.0,3.0,2015-12-31 00:00:00,2640,2641,3,2015-12-31 00:00:00,,0
2641,39,Travel_Rarely,Research & Development,4,4,Life Sciences,2642,1,Sales Executive,Single,134020,7.0,14,1,1,1,7,2015-12-31 00:00:00,2641,2642,1.0,4.0,3.0,2015-12-31 00:00:00,2641,2642,3,2015-12-31 00:00:00,,0
2642,38,Travel_Rarely,Sales,20,4,Medical,2643,2,Research Director,Married,20290,3.0,11,1,3,1,11,2015-12-31 00:00:00,2642,2643,2.0,3.0,3.0,2015-12-31 00:00:00,2642,2643,2,2015-12-31 00:00:00,,0
2643,32,Travel_Rarely,Research & Development,18,3,Life Sciences,2644,2,Manager,Married,63770,1.0,12,2,3,5,7,2015-12-31 00:00:00,2643,2644,3.0,4.0,3.0,2015-12-31 00:00:00,2643,2644,3,2015-12-31 00:00:00,,0
2644,37,Travel_Rarely,Research & Development,1,3,Life Sciences,2645,4,Sales Executive,Married,54290,1.0,17,1,3,6,8,2015-12-31 00:00:00,2644,2645,3.0,4.0,3.0,2015-12-31 00:00:00,2644,2645,3,2015-12-31 00:00:00,,0
2645,25,Travel_Rarely,Research & Development,2,4,Medical,2646,2,Manufacturing Director,Divorced,27850,0.0,21,0,2,0,4,2015-12-31 00:00:00,2645,2646,1.0,3.0,2.0,2015-12-31 00:00:00,2645,2646,3,2015-12-31 00:00:00,,0
2646,52,Non-Travel,Research & Development,2,4,Other,2647,1,Manager,Divorced,46140,2.0,16,1,3,0,0,2015-12-31 00:00:00,2646,2647,1.0,4.0,2.0,2015-12-31 00:00:00,2646,2647,3,2015-12-31 00:00:00,,0
2647,44,Travel_Rarely,Research & Development,8,1,Life Sciences,2648,1,Sales Representative,Single,26100,6.0,15,0,2,1,2,2015-12-31 00:00:00,2647,2648,2.0,4.0,3.0,2015-12-31 00:00:00,2647,2648,3,2015-12-31 00:00:00,,0
2648,21,Travel_Rarely,Sales,10,5,Medical,2649,3,Research Scientist,Single,66870,1.0,19,3,0,1,2,2015-12-31 00:00:00,2648,2649,3.0,1.0,3.0,2015-12-31 00:00:00,2648,2649,3,2015-12-31 00:00:00,,0
2649,39,Non-Travel,Research & Development,3,4,Life Sciences,2650,2,Research Director,Single,47240,2.0,12,1,4,1,3,2015-12-31 00:00:00,2649,2650,4.0,4.0,2.0,2015-12-31 00:00:00,2649,2650,4,2015-12-31 00:00:00,,0
2650,23,Travel_Frequently,Research & Development,2,4,Life Sciences,2651,2,Manufacturing Director,Married,61790,1.0,11,0,3,1,0,2015-12-31 00:00:00,2650,2651,4.0,1.0,2.0,2015-12-31 00:00:00,2650,2651,3,2015-12-31 00:00:00,,0
2651,36,Travel_Rarely,Research & Development,24,3,Life Sciences,2652,2,Laboratory Technician,Married,61200,0.0,19,0,2,3,4,2015-12-31 00:00:00,2651,2652,1.0,4.0,3.0,2015-12-31 00:00:00,2651,2652,3,2015-12-31 00:00:00,,0
2652,36,Travel_Frequently,Research & Development,16,1,Medical,2653,2,Sales Executive,Divorced,105960,7.0,15,0,3,0,2,2015-12-31 00:00:00,2652,2653,4.0,2.0,3.0,2015-12-31 00:00:00,2652,2653,2,2015-12-31 00:00:00,,0
2653,56,Non-Travel,Research & Development,8,1,Life Sciences,2654,1,Sales Executive,Divorced,54670,1.0,20,0,6,1,9,2015-12-31 00:00:00,2653,2654,3.0,3.0,2.0,2015-12-31 00:00:00,2653,2654,2,2015-12-31 00:00:00,,0
2654,29,Travel_Rarely,Research & Development,9,4,Medical,2655,2,Sales Representative,Married,29960,9.0,25,0,4,2,2,2015-12-31 00:00:00,2654,2655,1.0,4.0,4.0,2015-12-31 00:00:00,2654,2655,3,2015-12-31 00:00:00,2655.0,1
2655,42,Travel_Rarely,Research & Development,17,1,Life Sciences,2656,3,Research Scientist,Married,99980,5.0,24,2,3,4,14,2015-12-31 00:00:00,2655,2656,1.0,3.0,2.0,2015-12-31 00:00:00,2655,2656,2,2015-12-31 00:00:00,,0
2656,56,Travel_Rarely,Sales,10,4,Other,2657,2,Sales Executive,Married,40780,8.0,24,1,3,9,8,2015-12-31 00:00:00,2656,2657,4.0,3.0,1.0,2015-12-31 00:00:00,2656,2657,3,2015-12-31 00:00:00,2657.0,1
2657,41,Travel_Rarely,Research & Development,13,4,Life Sciences,2658,1,Healthcare Representative,Married,109200,0.0,15,1,3,0,10,2015-12-31 00:00:00,2657,2658,1.0,2.0,3.0,2015-12-31 00:00:00,2657,2658,4,2015-12-31 00:00:00,,0
2658,34,Travel_Rarely,Sales,1,3,Medical,2659,1,Laboratory Technician,Married,62320,1.0,13,1,3,1,7,2015-12-31 00:00:00,2658,2659,4.0,3.0,3.0,2015-12-31 00:00:00,2658,2659,3,2015-12-31 00:00:00,,0
2659,36,Non-Travel,Sales,1,1,Medical,2660,1,Human Resources,Divorced,132470,1.0,14,0,3,11,11,2015-12-31 00:00:00,2659,2660,4.0,4.0,2.0,2015-12-31 00:00:00,2659,2660,3,2015-12-31 00:00:00,,0
2660,41,Travel_Rarely,Research & Development,1,5,Medical,2661,1,Healthcare Representative,Divorced,40810,2.0,13,0,3,0,4,2015-12-31 00:00:00,2660,2661,3.0,2.0,3.0,2015-12-31 00:00:00,2660,2661,3,2015-12-31 00:00:00,,0
2661,32,Travel_Rarely,Sales,9,4,Life Sciences,2662,2,Research Scientist,Single,57690,1.0,11,0,3,1,2,2015-12-31 00:00:00,2661,2662,4.0,1.0,3.0,2015-12-31 00:00:00,2661,2662,3,2015-12-31 00:00:00,,0
2662,35,Travel_Rarely,Research & Development,16,3,Medical,2663,2,Healthcare Representative,Single,23940,1.0,16,1,3,1,7,2015-12-31 00:00:00,2662,2663,3.0,4.0,3.0,2015-12-31 00:00:00,2662,2663,3,2015-12-31 00:00:00,,0
2663,38,Travel_Rarely,Research & Development,23,3,Medical,2664,3,Sales Representative,Married,39040,1.0,22,0,3,1,9,2015-12-31 00:00:00,2663,2664,1.0,4.0,3.0,2015-12-31 00:00:00,2663,2664,2,2015-12-31 00:00:00,,0
2664,50,Travel_Frequently,Sales,4,2,Life Sciences,2665,2,Laboratory Technician,Divorced,167990,7.0,14,1,2,0,1,2015-12-31 00:00:00,2664,2665,2.0,3.0,3.0,2015-12-31 00:00:00,2664,2665,2,2015-12-31 00:00:00,2665.0,1
2665,36,Travel_Rarely,Research & Development,22,4,Life Sciences,2666,1,Healthcare Representative,Married,29500,4.0,14,0,1,0,0,2015-12-31 00:00:00,2665,2666,2.0,4.0,2.0,2015-12-31 00:00:00,2665,2666,2,2015-12-31 00:00:00,,0
2666,45,Travel_Rarely,Sales,24,3,Life Sciences,2667,1,Laboratory Technician,Single,36290,8.0,16,1,2,0,1,2015-12-31 00:00:00,2666,2667,4.0,3.0,3.0,2015-12-31 00:00:00,2666,2667,4,2015-12-31 00:00:00,,0
2667,40,Travel_Rarely,Sales,10,4,Life Sciences,2668,1,Research Scientist,Single,93620,2.0,11,1,6,2,2,2015-12-31 00:00:00,2667,2668,3.0,3.0,3.0,2015-12-31 00:00:00,2667,2668,3,2015-12-31 00:00:00,,0
2668,35,Travel_Frequently,Sales,7,2,Life Sciences,2669,2,Manufacturing Director,Married,32290,1.0,25,0,2,0,2,2015-12-31 00:00:00,2668,2669,3.0,3.0,4.0,2015-12-31 00:00:00,2668,2669,2,2015-12-31 00:00:00,,0
2669,40,Travel_Rarely,Research & Development,17,4,Life Sciences,2670,1,Manager,Married,35780,2.0,14,1,2,0,2,2015-12-31 00:00:00,2669,2670,3.0,3.0,3.0,2015-12-31 00:00:00,2669,2670,3,2015-12-31 00:00:00,,0
2670,35,Travel_Rarely,Human Resources,14,1,Life Sciences,2671,2,Research Scientist,Married,79880,1.0,18,0,3,1,1,2015-12-31 00:00:00,2670,2671,3.0,4.0,3.0,2015-12-31 00:00:00,2670,2671,3,2015-12-31 00:00:00,,0
2671,29,Travel_Rarely,Research & Development,1,3,Medical,2672,3,Sales Executive,Married,42840,4.0,11,0,5,0,3,2015-12-31 00:00:00,2671,2672,4.0,2.0,3.0,2015-12-31 00:00:00,2671,2672,2,2015-12-31 00:00:00,,0
2672,29,Travel_Rarely,Research & Development,5,3,Medical,2673,2,Sales Representative,Single,75530,1.0,19,0,3,0,4,2015-12-31 00:00:00,2672,2673,4.0,1.0,1.0,2015-12-31 00:00:00,2672,2673,3,2015-12-31 00:00:00,,0
2673,50,Travel_Rarely,Research & Development,17,3,Medical,2674,1,Research Scientist,Divorced,173280,4.0,15,2,1,2,0,2015-12-31 00:00:00,2673,2674,4.0,1.0,3.0,2015-12-31 00:00:00,2673,2674,3,2015-12-31 00:00:00,2674.0,1
2674,39,Travel_Rarely,Sales,25,3,Medical,2675,2,Sales Executive,Married,197010,0.0,11,0,3,9,6,2015-12-31 00:00:00,2674,2675,2.0,4.0,2.0,2015-12-31 00:00:00,2674,2675,4,2015-12-31 00:00:00,,0
2675,31,Non-Travel,Research & Development,8,4,Life Sciences,2676,4,Sales Executive,Single,147320,0.0,12,0,3,1,7,2015-12-31 00:00:00,2675,2676,2.0,1.0,3.0,2015-12-31 00:00:00,2675,2676,3,2015-12-31 00:00:00,,0
2676,26,Travel_Rarely,Research & Development,11,4,Medical,2677,2,Manager,Single,92780,0.0,20,0,3,0,0,2015-12-31 00:00:00,2676,2677,4.0,3.0,3.0,2015-12-31 00:00:00,2676,2677,3,2015-12-31 00:00:00,,0
2677,36,Travel_Frequently,Research & Development,5,1,Technical Degree,2678,1,Sales Executive,Married,13590,4.0,12,0,2,0,3,2015-12-31 00:00:00,2677,2678,3.0,4.0,3.0,2015-12-31 00:00:00,2677,2678,3,2015-12-31 00:00:00,,0
